Code,Family,Speaker,Vitality,Country,Digital Language Support
mih,Otomanguean,10K to 1M,Endangered,Mexico,Still
mii,Otomanguean,Less than 10K,Endangered,Mexico,Still
mij,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
mik,Muskogean,Less than 10K,Endangered,United States,Still
mil,Otomanguean,Less than 10K,Stable,Mexico,Still
mim,Otomanguean,10K to 1M,Stable,Mexico,Still
min,Austronesian,1M to 1B,Stable,Indonesia,Emerging
mio,Otomanguean,10K to 1M,Stable,Mexico,Still
mip,Otomanguean,10K to 1M,Endangered,Mexico,Still
miq,Misumalpan,10K to 1M,Stable,Nicaragua,Emerging
mir,Mixe-Zoquean,10K to 1M,Stable,Mexico,Still
mit,Otomanguean,Less than 10K,Endangered,Mexico,Still
miu,Otomanguean,Less than 10K,Endangered,Mexico,Still
miw,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
mix,Otomanguean,Less than 10K,Stable,Mexico,Still
miy,Otomanguean,10K to 1M,Stable,Mexico,Still
miz,Otomanguean,Less than 10K,Endangered,Mexico,Still
mjb,Trans-New Guinea,10K to 1M,Stable,East Timor,Still
mjc,Otomanguean,Less than 10K,Stable,Mexico,Still
mjd,Maiduan,,Endangered,United States,Still
mje,Afro-Asiatic,,Extinct,Chad,Emerging
mjg,Mongolic,10K to 1M,Endangered,China,Still
mjh,Niger-Congo,Less than 10K,Endangered,Tanzania,Still
mji,Hmong-Mien,10K to 1M,Stable,China,Still
mjj,Trans-New Guinea,,Endangered,Papua New Guinea,Still
mjk,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
mjl,Indo-European,10K to 1M,Stable,India,Still
mjm,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
mjn,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
mjo,Dravidian,10K to 1M,Stable,India,Still
mjp,Dravidian,Less than 10K,Endangered,India,Still
mjq,Dravidian,,Endangered,India,Still
mjr,Dravidian,10K to 1M,Endangered,India,Still
mjs,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
mjt,Dravidian,10K to 1M,Stable,India,Still
mju,Dravidian,10K to 1M,Endangered,India,Still
mjv,Dravidian,Less than 10K,Endangered,India,Still
mjw,Sino-Tibetan,10K to 1M,Stable,India,Still
mjx,Austro-Asiatic,10K to 1M,Stable,India,Still
mjy,Algic,,Endangered,United States,Still
mjz,Indo-European,10K to 1M,Endangered,Nepal,Still
mka,Niger-Congo,,Endangered,Côte d’Ivoire.,Still
mkb,Indo-European,10K to 1M,Endangered,India,Still
mkc,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
mkd,Indo-European,1M to 1B,Institutional,North Macedonia,Vital
mke,Indo-European,10K to 1M,Stable,India,Still
mkf,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
mkg,Kra-Dai,Less than 10K,Endangered,China,Still
mki,Indo-European,10K to 1M,Stable,Pakistan,Still
mkj,Austronesian,Less than 10K,Stable,Micronesia,Still
mkk,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
mkl,Niger-Congo,10K to 1M,Stable,Benin,Still
mkm,Austronesian,Less than 10K,Endangered,Thailand,Still
mkn,Creole,10K to 1M,Institutional,Indonesia,Still
mko,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
mkp,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
mkq,Miwok-Costanoan,,Extinct,United States,Still
mkr,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
mks,Otomanguean,10K to 1M,Stable,Mexico,Still
mkt,Austronesian,Less than 10K,Endangered,New Caledonia,Still
mku,Niger-Congo,10K to 1M,Stable,Guinea,Still
mkv,Austronesian,,Endangered,Vanuatu,Still
mkw,Creole,1M to 1B,Institutional,Congo,Emerging
mkx,Austronesian,10K to 1M,Endangered,Philippines,Still
mky,Austronesian,10K to 1M,Endangered,Indonesia,Still
mkz,Trans-New Guinea,10K to 1M,Stable,East Timor,Still
mla,Austronesian,Less than 10K,Stable,Vanuatu,Still
mlb,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
mlc,Kra-Dai,10K to 1M,Stable,Viet Nam,Still
mle,Sepik,Less than 10K,Endangered,Papua New Guinea,Still
mlf,Austro-Asiatic,10K to 1M,Stable,Laos,Still
mlh,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
mli,Austronesian,Less than 10K,Endangered,Indonesia,Still
mlj,Afro-Asiatic,Less than 10K,Endangered,Chad,Emerging
mlk,Niger-Congo,10K to 1M,Stable,Kenya,Still
mll,Austronesian,Less than 10K,Endangered,Vanuatu,Still
mlm,Kra-Dai,10K to 1M,Endangered,China,Still
mln,Austronesian,Less than 10K,Stable,Solomon Islands,Still
mlo,Niger-Congo,Less than 10K,Endangered,Senegal,Emerging
mlp,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
mlq,Niger-Congo,1M to 1B,Stable,Senegal,Emerging
mlr,Afro-Asiatic,Less than 10K,Stable,Cameroon,Emerging
mls,Nilo-Saharan,10K to 1M,Stable,Sudan,Emerging
mlt,Afro-Asiatic,10K to 1M,Institutional,Malta,Vital
mlu,Austronesian,10K to 1M,Stable,Solomon Islands,Still
mlv,Austronesian,Less than 10K,Stable,Vanuatu,Still
mlw,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
mlx,Austronesian,Less than 10K,Stable,Vanuatu,Still
mlz,Austronesian,Less than 10K,Stable,Philippines,Still
mma,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
mmb,Somahai,Less than 10K,Endangered,Indonesia,Still
mmc,Otomanguean,10K to 1M,Stable,Mexico,Still
mmd,Kra-Dai,10K to 1M,Endangered,China,Still
mme,Austronesian,Less than 10K,Stable,Vanuatu,Still
mmf,Afro-Asiatic,Less than 10K,Stable,Nigeria,Still
mmg,Austronesian,Less than 10K,Stable,Vanuatu,Still
mmh,Maipurean,Less than 10K,Stable,Brazil,Still
mmi,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
mmj,Unclassified,10K to 1M,Endangered,India,Still
mmk,Dravidian,10K to 1M,Stable,India,Still
mml,Austro-Asiatic,Less than 10K,Endangered,China,Still
mmm,Austronesian,Less than 10K,Endangered,Vanuatu,Still
mmn,Austronesian,Less than 10K,Stable,Philippines,Still
mmo,Austronesian,Less than 10K,Endangered,Papua New Guinea,Emerging
mmp,Amto-Musan,Less than 10K,Endangered,Papua New Guinea,Still
mmq,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
mmr,Hmong-Mien,10K to 1M,Stable,China,Still
mmt,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
mmu,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
mmv,Tucanoan,,Endangered,Brazil,Still
mmw,Austronesian,Less than 10K,Endangered,Vanuatu,Still
mmx,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
mmy,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
mmz,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
mna,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
mnb,Austronesian,10K to 1M,Endangered,Indonesia,Still
mnc,Tungusic,,Endangered,China,Emerging
mnd,Tupian,,Endangered,Brazil,Still
mne,Nilo-Saharan,10K to 1M,Stable,Chad,Emerging
mnf,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
mng,Austro-Asiatic,10K to 1M,Stable,Viet Nam,Still
mnh,Niger-Congo,10K to 1M,Stable,Democratic Republic of the Congo,Still
mni,Kuki-Chin-Naga,1M to 1B,Institutional,India,Emerging
mnj,Indo-European,Less than 10K,Stable,Afghanistan,Still
mnk,Niger-Congo,1M to 1B,Institutional,Senegal,Emerging
mnl,Austronesian,Less than 10K,Endangered,Vanuatu,Still
mnm,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
mnn,Austro-Asiatic,10K to 1M,Stable,Viet Nam,Still
mnp,Sino-Tibetan,1M to 1B,Stable,China,Still
mnq,Austro-Asiatic,Less than 10K,Endangered,Malaysia,Still
mnr,Uto-Aztecan,,Endangered,United States,Still
mns,Uralic,Less than 10K,Endangered,Russian Federation,Still
mnu,Mairasi,,Endangered,Indonesia,Still
mnv,Austronesian,Less than 10K,Stable,Solomon Islands,Still
mnw,Austro-Asiatic,10K to 1M,Stable,Myanmar,Still
mnx,East Bird’s Head-Sentani,10K to 1M,Stable,Indonesia,Still
mny,Niger-Congo,10K to 1M,Stable,Mozambique,Still
mnz,Trans-New Guinea,10K to 1M,Stable,Indonesia,Still
moa,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
moc,Guaykuruan,Less than 10K,Endangered,Argentina,Still
mod,Pidgin,,Extinct,United States,Still
moe,Algic,10K to 1M,Endangered,Canada,Still
mog,Austronesian,10K to 1M,Endangered,Indonesia,Still
moh,Iroquoian,Less than 10K,Endangered,United States,Ascending
moi,Niger-Congo,10K to 1M,Stable,Nigeria,Still
moj,Niger-Congo,10K to 1M,Stable,Congo,Still
mok,Trans-New Guinea,,Endangered,Indonesia,Still
mom,Unclassified,,Endangered,Nicaragua,Still
moo,Austro-Asiatic,Less than 10K,Stable,Viet Nam,Still
mop,Mayan,10K to 1M,Stable,Belize,Still
moq,Trans-New Guinea,,Endangered,Indonesia,Still
mor,Niger-Congo,10K to 1M,Stable,Sudan,Still
mos,Niger-Congo,1M to 1B,Institutional,Burkina Faso,Ascending
mot,Chibchan,Less than 10K,Stable,Colombia,Still
mou,Afro-Asiatic,Less than 10K,Stable,Chad,Emerging
mov,Cochimí-Yuman,Less than 10K,Endangered,United States,Still
mow,Niger-Congo,Less than 10K,Endangered,Congo,Still
mox,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
moy,Afro-Asiatic,10K to 1M,Stable,Ethiopia,Still
moz,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
mpa,Niger-Congo,10K to 1M,Stable,Tanzania,Still
mpb,Australian,,Endangered,Australia,Still
mpc,Australian,,Endangered,Australia,Still
mpd,Maipurean,Less than 10K,Endangered,Brazil,Still
mpe,Nilo-Saharan,10K to 1M,Institutional,Ethiopia,Still
mpg,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
mph,Australian,Less than 10K,Stable,Australia,Still
mpi,Afro-Asiatic,10K to 1M,Endangered,Cameroon,Emerging
mpj,Australian,Less than 10K,Stable,Australia,Still
mpk,Afro-Asiatic,Less than 10K,Endangered,Chad,Emerging
mpl,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
mpm,Otomanguean,Less than 10K,Endangered,Mexico,Still
mpn,Austronesian,,Endangered,Papua New Guinea,Still
mpo,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
mpp,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
mpq,Panoan,Less than 10K,Stable,Brazil,Still
mpr,Austronesian,Less than 10K,Stable,Solomon Islands,Still
mps,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
mpt,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
mpu,Tupian,,Endangered,Brazil,Still
mpv,Trans-New Guinea,,Endangered,Papua New Guinea,Still
mpw,Maipurean,,Endangered,Brazil,Still
mpx,Austronesian,10K to 1M,Institutional,Papua New Guinea,Still
mpy,Austronesian,,Extinct,Indonesia,Still
mpz,Sino-Tibetan,Less than 10K,Endangered,Thailand,Still
mqa,Austronesian,Less than 10K,Stable,Indonesia,Emerging
mqb,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
mqc,Austronesian,Less than 10K,Stable,Indonesia,Still
mqf,Somahai,Less than 10K,Endangered,Indonesia,Still
mqg,Austronesian,10K to 1M,Stable,Indonesia,Still
mqh,Otomanguean,Less than 10K,Stable,Mexico,Still
mqi,Austronesian,Less than 10K,Stable,Indonesia,Still
mqj,Austronesian,10K to 1M,Stable,Indonesia,Still
mqk,Austronesian,Less than 10K,Stable,Philippines,Still
mql,Niger-Congo,10K to 1M,Stable,Benin,Still
mqm,Austronesian,Less than 10K,Endangered,French Polynesia,Still
mqn,Austronesian,10K to 1M,Endangered,Indonesia,Still
mqo,West Papuan,Less than 10K,Endangered,Indonesia,Still
mqp,Austronesian,Less than 10K,Endangered,Indonesia,Still
mqq,Austronesian,Less than 10K,Endangered,Malaysia,Still
mqr,Tor-Kwerba,,Endangered,Indonesia,Still
mqs,West Papuan,10K to 1M,Stable,Indonesia,Still
mqt,Austro-Asiatic,Less than 10K,Stable,Myanmar,Still
mqu,Nilo-Saharan,10K to 1M,Stable,South Sudan,Still
mqx,Austronesian,10K to 1M,Endangered,Indonesia,Still
mqy,Austronesian,10K to 1M,Stable,Indonesia,Still
mqz,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
mra,Austro-Asiatic,Less than 10K,Stable,Thailand,Still
mrb,Austronesian,Less than 10K,Stable,Vanuatu,Still
mrc,Cochimí-Yuman,,Endangered,United States,Still
mrd,Sino-Tibetan,10K to 1M,Endangered,Nepal,Still
mre,Sign language,,Extinct,United States,Still
mrf,Language isolate,Less than 10K,Endangered,Indonesia,Still
mrg,Sino-Tibetan,10K to 1M,Stable,India,Still
mrh,Sino-Tibetan,10K to 1M,Institutional,India,Still
mri,Austronesian,10K to 1M,Endangered,New Zealand,Vital
mrj,Uralic,10K to 1M,Endangered,Russian Federation,Emerging
mrk,Austronesian,Less than 10K,Endangered,New Caledonia,Still
mrl,Austronesian,Less than 10K,Endangered,Micronesia,Still
mrm,Austronesian,Less than 10K,Stable,Vanuatu,Still
mrn,Austronesian,10K to 1M,Stable,Solomon Islands,Still
mro,Sino-Tibetan,10K to 1M,Stable,Bangladesh,Still
mrp,Austronesian,Less than 10K,Endangered,Vanuatu,Still
mrq,Austronesian,Less than 10K,Endangered,French Polynesia,Still
mrr,Dravidian,10K to 1M,Stable,India,Still
mrs,Austronesian,,Endangered,Vanuatu,Still
mrt,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
mru,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
mrv,Austronesian,Less than 10K,Endangered,French Polynesia,Still
mrw,Austronesian,10K to 1M,Institutional,Philippines,Still
mrx,Tor-Kwerba,,Endangered,Indonesia,Still
mry,Austronesian,10K to 1M,Stable,Philippines,Still
mrz,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
msb,Austronesian,10K to 1M,Institutional,Philippines,Still
msc,Niger-Congo,10K to 1M,Endangered,Guinea,Still
msd,Sign language,Less than 10K,Stable,Mexico,Still
mse,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
msf,Nimboran,Less than 10K,Endangered,Indonesia,Still
msg,West Papuan,Less than 10K,Endangered,Indonesia,Still
msh,Austronesian,10K to 1M,Stable,Madagascar,Still
msi,Austronesian,1M to 1B,Institutional,Malaysia,Still
msj,Niger-Congo,Less than 10K,Stable,Democratic Republic of the Congo,Still
msk,Austronesian,10K to 1M,Stable,Philippines,Still
msl,Unclassified,Less than 10K,Endangered,Indonesia,Still
msm,Austronesian,10K to 1M,Stable,Philippines,Still
msn,Austronesian,Less than 10K,Stable,Vanuatu,Still
mso,Trans-New Guinea,Less than 10K,Endangered,Indonesia,Still
msp,Tupian,,Extinct,Brazil,Still
msq,Austronesian,Less than 10K,Endangered,New Caledonia,Still
msr,Sign language,10K to 1M,Stable,Mongolia,Still
mss,Austronesian,Less than 10K,Endangered,Indonesia,Still
msu,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
msv,Afro-Asiatic,Less than 10K,Endangered,Cameroon,Emerging
msw,Niger-Congo,10K to 1M,Endangered,Guinea-Bissau,Still
msx,Trans-New Guinea,Less than 10K,Endangered,Papua New Guinea,Still
msy,Ramu-Lower Sepik,10K to 1M,Stable,Papua New Guinea,Still
msz,Trans-New Guinea,,Endangered,Papua New Guinea,Still
mta,Austronesian,10K to 1M,Stable,Philippines,Still
mtb,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
mtc,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
mtd,Austronesian,10K to 1M,Stable,Indonesia,Still
mte,Austronesian,Less than 10K,Stable,Solomon Islands,Still
mtf,Ramu-Lower Sepik,Less than 10K,Endangered,Papua New Guinea,Still
mtg,Trans-New Guinea,Less than 10K,Stable,Indonesia,Still
mth,Austronesian,Less than 10K,Endangered,Indonesia,Still
mti,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
mtj,East Bird’s Head-Sentani,Less than 10K,Stable,Indonesia,Still
mtk,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
mtl,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
mtm,Uralic,,Extinct,Russian Federation,Still
mtn,Misumalpan,,Endangered,Nicaragua,Still
mto,Mixe-Zoquean,Less than 10K,Stable,Mexico,Still
mtp,Matacoan,Less than 10K,Stable,Bolivia,Still
mtq,Austro-Asiatic,1M to 1B,Stable,Viet Nam,Still
mtr,Indo-European,1M to 1B,Stable,India,Still
mts,Panoan,Less than 10K,Stable,Peru,Still
mtt,Austronesian,Less than 10K,Endangered,Vanuatu,Still
mtu,Otomanguean,Less than 10K,Endangered,Mexico,Still
mtv,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
mtw,Austronesian,Less than 10K,Stable,Philippines,Still
mtx,Otomanguean,Less than 10K,Endangered,Mexico,Still
mty,Torricelli,Less than 10K,Stable,Papua New Guinea,Still
mua,Niger-Congo,10K to 1M,Stable,Chad,Ascending
mub,Afro-Asiatic,10K to 1M,Stable,Chad,Emerging
muc,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
mud,Mixed language,,Extinct,Russian Federation,Still
mue,Mixed language,Less than 10K,Endangered,Ecuador,Still
mug,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
muh,Niger-Congo,10K to 1M,Stable,South Sudan,Still
mui,Austronesian,1M to 1B,Institutional,Indonesia,Still
muj,Afro-Asiatic,,Extinct,Chad,Emerging
muk,Sino-Tibetan,Less than 10K,Stable,Nepal,Emerging
mum,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
muo,Niger-Congo,10K to 1M,Stable,Cameroon,Emerging
mup,Indo-European,1M to 1B,Stable,India,Still
muq,Hmong-Mien,10K to 1M,Stable,China,Still
mur,Nilo-Saharan,10K to 1M,Stable,South Sudan,Still
mus,Muskogean,Less than 10K,Endangered,United States,Ascending
mut,Dravidian,10K to 1M,Stable,India,Still
muu,Afro-Asiatic,,Endangered,Kenya,Still
muv,Dravidian,10K to 1M,Stable,India,Still
mux,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
muy,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
muz,Nilo-Saharan,Less than 10K,Stable,Ethiopia,Emerging
mva,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
mvb,Eyak-Athabaskan,,Endangered,United States,Still
mvd,Austronesian,10K to 1M,Stable,Indonesia,Still
mve,Indo-European,10K to 1M,Stable,Pakistan,Emerging
mvf,Mongolic,1M to 1B,Stable,China,Emerging
mvg,Otomanguean,Less than 10K,Endangered,Mexico,Still
mvh,Afro-Asiatic,Less than 10K,Stable,Chad,Emerging
mvi,Japonic,,Endangered,Japan,Still
mvk,Yuat,Less than 10K,Stable,Papua New Guinea,Still
mvn,Austronesian,Less than 10K,Institutional,Papua New Guinea,Still
mvo,Austronesian,Less than 10K,Stable,Solomon Islands,Still
mvp,Austronesian,10K to 1M,Endangered,Indonesia,Still
mvq,Trans-New Guinea,,Endangered,Papua New Guinea,Still
mvr,Austronesian,Less than 10K,Endangered,Indonesia,Still
mvs,Language isolate,,Endangered,Indonesia,Still
mvt,Austronesian,Less than 10K,Endangered,Vanuatu,Still
mvu,Nilo-Saharan,Less than 10K,Stable,Chad,Emerging
mvv,Austronesian,10K to 1M,Endangered,Malaysia,Still
mvw,Niger-Congo,10K to 1M,Stable,Tanzania,Still
mvx,Austronesian,Less than 10K,Endangered,Indonesia,Still
mvy,Indo-European,10K to 1M,Stable,Pakistan,Still
mvz,Afro-Asiatic,10K to 1M,Stable,Ethiopia,Still
mwa,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
mwb,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
mwc,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
mwe,Niger-Congo,10K to 1M,Stable,Tanzania,Still
mwf,Australian,Less than 10K,Stable,Australia,Still
mwg,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
mwh,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
mwi,Austronesian,Less than 10K,Endangered,Vanuatu,Still
mwk,Niger-Congo,10K to 1M,Stable,Mali,Emerging
mwl,Indo-European,10K to 1M,Institutional,Portugal,Ascending
mwm,Nilo-Saharan,10K to 1M,Institutional,Chad,Emerging
mwn,Niger-Congo,10K to 1M,Stable,Zambia,Still
mwo,Austronesian,Less than 10K,Endangered,Vanuatu,Still
mwp,Australian,Less than 10K,Stable,Australia,Still
mwq,Sino-Tibetan,10K to 1M,Stable,Myanmar,Still
mws,Niger-Congo,10K to 1M,Stable,Kenya,Still
mwt,Austronesian,Less than 10K,Endangered,Myanmar,Still
mwu,Nilo-Saharan,,Extinct,South Sudan,Still
mwv,Austronesian,10K to 1M,Stable,Indonesia,Emerging
mww,Hmong-Mien,1M to 1B,Stable,China,Still
mwz,Niger-Congo,Less than 10K,Endangered,Democratic Republic of the Congo,Still
mxa,Otomanguean,Less than 10K,Stable,Mexico,Still
mxb,Otomanguean,Less than 10K,Stable,Mexico,Still
mxc,Niger-Congo,10K to 1M,Stable,Zimbabwe,Still
mxd,Austronesian,10K to 1M,Stable,Indonesia,Still
mxe,Austronesian,Less than 10K,Stable,Vanuatu,Still
mxf,Afro-Asiatic,Less than 10K,Endangered,Cameroon,Emerging
mxg,Niger-Congo,10K to 1M,Stable,Angola,Still
mxh,Nilo-Saharan,Less than 10K,Endangered,Democratic Republic of the Congo,Still
mxj,Sino-Tibetan,Less than 10K,Stable,India,Still
mxk,Torricelli,Less than 10K,Endangered,Papua New Guinea,Still
mxl,Niger-Congo,10K to 1M,Stable,Benin,Still
mxm,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
mxn,West Papuan,Less than 10K,Endangered,Indonesia,Still
mxo,Niger-Congo,Less than 10K,Endangered,Zambia,Still
mxp,Mixe-Zoquean,10K to 1M,Stable,Mexico,Still
mxq,Mixe-Zoquean,Less than 10K,Stable,Mexico,Still
mxr,Austronesian,Less than 10K,Endangered,Malaysia,Still
mxs,Otomanguean,Less than 10K,Stable,Mexico,Still
mxt,Otomanguean,10K to 1M,Stable,Mexico,Still
mxu,Afro-Asiatic,10K to 1M,Stable,Cameroon,Emerging
mxv,Otomanguean,10K to 1M,Stable,Mexico,Still
mxw,South-Central Papuan,Less than 10K,Stable,Papua New Guinea,Still
mxx,Niger-Congo,10K to 1M,Stable,Côte d’Ivoire.,Still
mxy,Otomanguean,Less than 10K,Endangered,Mexico,Still
mxz,Austronesian,Less than 10K,Endangered,Indonesia,Still
mya,Sino-Tibetan,1M to 1B,Institutional,Myanmar,Ascending
myb,Nilo-Saharan,10K to 1M,Stable,Chad,Emerging
myc,Niger-Congo,10K to 1M,Endangered,Democratic Republic of the Congo,Still
mye,Niger-Congo,10K to 1M,Stable,Gabon,Emerging
myf,Afro-Asiatic,Less than 10K,Stable,Ethiopia,Still
myg,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
myh,Wakashan,,Endangered,United States,Emerging
myj,Niger-Congo,Less than 10K,Endangered,South Sudan,Still
myk,Niger-Congo,10K to 1M,Institutional,Mali,Emerging
myl,Austronesian,10K to 1M,Stable,Indonesia,Still
mym,Nilo-Saharan,10K to 1M,Institutional,Ethiopia,Emerging
myo,Afro-Asiatic,Less than 10K,Endangered,Ethiopia,Still
myp,Muran,Less than 10K,Endangered,Brazil,Still
myr,Language isolate,,Endangered,Peru,Still
mys,Afro-Asiatic,,Endangered,Ethiopia,Still
myu,Tupian,Less than 10K,Endangered,Brazil,Still
myw,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
myx,Niger-Congo,1M to 1B,Institutional,Uganda,Still
myy,Tucanoan,Less than 10K,Stable,Colombia,Still
myz,Afro-Asiatic,,Endangered,Iran,Still
mza,Otomanguean,Less than 10K,Stable,Mexico,Still
mzb,Afro-Asiatic,10K to 1M,Stable,Algeria,Emerging
mzc,Sign language,10K to 1M,Stable,Madagascar,Still
mzd,Niger-Congo,Less than 10K,Endangered,Cameroon,Emerging
mze,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
mzh,Matacoan,10K to 1M,Stable,Argentina,Still
mzi,Otomanguean,Less than 10K,Stable,Mexico,Still
mzj,Niger-Congo,10K to 1M,Stable,Liberia,Still
mzk,Niger-Congo,10K to 1M,Stable,Nigeria,Still
mzl,Mixe-Zoquean,10K to 1M,Stable,Mexico,Still
mzm,Niger-Congo,10K to 1M,Stable,Nigeria,Emerging
mzn,Indo-European,1M to 1B,Stable,Iran,Emerging
mzo,Cariban,Less than 10K,Endangered,Brazil,Still
mzp,Language isolate,Less than 10K,Endangered,Bolivia,Still
mzq,Austronesian,10K to 1M,Endangered,Indonesia,Still
mzr,Panoan,Less than 10K,Stable,Brazil,Still
mzs,Creole,,Endangered,China—Macao,Still
mzt,Austro-Asiatic,Less than 10K,Endangered,Malaysia,Still
mzu,Ramu-Lower Sepik,Less than 10K,Stable,Papua New Guinea,Still
mzv,Niger-Congo,10K to 1M,Stable,Central African Republic,Still
mzw,Niger-Congo,10K to 1M,Stable,Ghana,Still
mzx,Maipurean,,Endangered,Guyana,Still
mzy,Sign language,10K to 1M,Stable,Mozambique,Still
mzz,Austronesian,Less than 10K,Stable,Papua New Guinea,Still
naa,Unclassified,,Endangered,Indonesia,Still
nab,Nambikwara,Less than 10K,Stable,Brazil,Still
nac,Trans-New Guinea,Less than 10K,Stable,Papua New Guinea,Still
nae,Austronesian,,Extinct,Indonesia,Still
naf,Trans-New Guinea,10K to 1M,Stable,Papua New Guinea,Still
nag,Creole,10K to 1M,Institutional,India,Still
naj,Niger-Congo,10K to 1M,Stable,Guinea,Still
nak,Austronesian,10K to 1M,Stable,Papua New Guinea,Still
nal,Austronesian,Less than 10K,Endangered,Papua New Guinea,Still
nam,Australian,Less than 10K,Endangered,Australia,Still
,Sino-Tibetan,1M to 1B,Institutional,China,Ascending
nao,Sino-Tibetan,Less than 10K,Stable,Nepal,Still
nap,Indo-European,1M to 1B,Stable,Italy,Ascending
naq,Khoe-Kwadi,10K to 1M,Institutional,Namibia,Still
nar,Niger-Congo,10K to 1M,Endangered,Nigeria,Still
nas,South Bougainville,10K to 1M,Stable,Papua New Guinea,Still
nat,Niger-Congo,10K to 1M,Stable,Nigeria,Still
nau,Austronesian,10K to 1M,Institutional,Nauru,Emerging
nav,Eyak-Athabaskan,10K to 1M,Endangered,United States,Emerging
naw,Niger-Congo,10K to 1M,Stable,Ghana,Still
nax,Arai (Left May),Less than 10K,Endangered,Papua New Guinea,Still
naz,Uto-Aztecan,Less than 10K,Endangered,Mexico,Emerging
nba,Niger-Congo,1M to 1B,Stable,Angola,Still
nbb,Niger-Congo,Less than 10K,Endangered,Nigeria,Still
nbc,Sino-Tibetan,10K to 1M,Stable,India,Still
nbd,Niger-Congo,Less than 10K,Endangered,Democratic Republic of the Congo,Still
nbe,Sino-Tibetan,10K to 1M,Stable,India,Still
nbg,Dravidian,,Extinct,India,Still
nbh,Afro-Asiatic,10K to 1M,Stable,Nigeria,Still
nbi,Sino-Tibetan,10K to 1M,Stable,India,Still
nbj,Australian,,Endangered,Australia,Still
nbl,Niger-Congo,1M to 1B,Institutional,South Africa,Ascending
