name,demonym,sentence
Niger,Nigerien,"{'eng': {'m': None, 'f': None, 'n': 'I am Nigerien.'}, 'fra': {'m': 'Je suis Nigérien.', 'f': 'Je suis Nigérienne.', 'n': None}, 'spa': {'m': 'Soy nigerino.', 'f': 'Soy nigerina.', 'n': None}, 'deu': {'m': 'Ich bin Nigrer.', 'f': 'Ich bin  Nigrerin.', 'n': None}, 'it': {'m': 'Sono nigerino.', 'f': 'Sono nigerina.', 'n': None}}"
Nigeria,Nigerian,"{'eng': {'m': None, 'f': None, 'n': 'I am Nigerian.'}, 'fra': {'m': 'Je suis Nigérian.', 'f': 'Je suis Nigériane.', 'n': None}, 'spa': {'m': 'Soy nigeriano.', 'f': 'Soy nigeriana.', 'n': None}, 'deu': {'m': 'Ich bin Nigerianer.', 'f': 'Ich bin  Nigerianerin.', 'n': None}, 'it': {'m': 'Sono nigeriano.', 'f': 'Sono nigeriana.', 'n': None}}"
Nicaragua,Nicaraguan,"{'eng': {'m': None, 'f': None, 'n': 'I am Nicaraguan.'}, 'fra': {'m': 'Je suis Nicaraguayen.', 'f': 'Je suis Nicaraguayenne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy nicaragüense.'}, 'deu': {'m': 'Ich bin Nicaraguaner.', 'f': 'Ich bin  Nicaraguanerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono nicaraguense.'}}"
Netherlands,Dutch,"{'eng': {'m': None, 'f': None, 'n': 'I am Dutch.'}, 'fra': {'m': 'Je suis Néerlandais.', 'f': 'Je suis Néerlandaise.', 'n': None}, 'spa': {'m': 'Soy neerlandés.', 'f': 'Soy neerlandésa.', 'n': None}, 'deu': {'m': 'Ich bin Niederländer.', 'f': 'Ich bin  Niederländerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono olandese.'}}"
Norway,Norwegian,"{'eng': {'m': None, 'f': None, 'n': 'I am Norwegian.'}, 'fra': {'m': 'Je suis Norvégien.', 'f': 'Je suis Norvégienne.', 'n': None}, 'spa': {'m': 'Soy noruego.', 'f': 'Soy noruega.', 'n': None}, 'deu': {'m': 'Ich bin Norweger.', 'f': 'Ich bin  Norwegerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono norvegese.'}}"
Nepal,Nepalese,"{'eng': {'m': None, 'f': None, 'n': 'I am Nepalese.'}, 'fra': {'m': 'Je suis Népalais.', 'f': 'Je suis Népalaise.', 'n': None}, 'spa': {'m': 'Soy nepalés.', 'f': 'Soy nepalésa.', 'n': None}, 'deu': {'m': 'Ich bin Nepalese.', 'f': 'Ich bin  Nepalesin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono nepalese.'}}"
Nauru,Nauruan,"{'eng': {'m': None, 'f': None, 'n': 'I am Nauruan.'}, 'fra': {'m': 'Je suis Nauruan.', 'f': 'Je suis Nauruane.', 'n': None}, 'spa': {'m': 'Soy nauruano.', 'f': 'Soy nauruana.', 'n': None}, 'deu': {'m': 'Ich bin Nauruer.', 'f': 'Ich bin  Nauruerin.', 'n': None}, 'it': {'m': 'Sono nauruano.', 'f': 'Sono nauruana.', 'n': None}}"
New Zealand,New Zealander,"{'eng': {'m': None, 'f': None, 'n': 'I am New Zealander.'}, 'fra': {'m': 'Je suis Neo-Zélandais.', 'f': 'Je suis Neo-Zélandaise.', 'n': None}, 'spa': {'m': 'Soy neozelandés.', 'f': 'Soy neozelandésa.', 'n': None}, 'deu': {'m': 'Ich bin Neuseeländer.', 'f': 'Ich bin  Neuseeländerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono neozelandese.'}}"
Oman,Omani,"{'eng': {'m': None, 'f': None, 'n': 'I am Omani.'}, 'fra': {'m': 'Je suis Omanais.', 'f': 'Je suis Omanaise.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy omaní.'}, 'deu': {'m': 'Ich bin Omaner.', 'f': 'Ich bin  Omanerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono omanita.'}}"
Pakistan,Pakistani,"{'eng': {'m': None, 'f': None, 'n': 'I am Pakistani.'}, 'fra': {'m': 'Je suis Pakistanais.', 'f': 'Je suis Pakistanaise.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy pakistaní.'}, 'deu': {'m': 'Ich bin Pakistaner.', 'f': 'Ich bin  Pakistanerin.', 'n': None}, 'it': {'m': 'Sono pakistano.', 'f': 'Sono pakistanа.', 'n': None}}"
Panama,Panamanian,"{'eng': {'m': None, 'f': None, 'n': 'I am Panamanian.'}, 'fra': {'m': 'Je suis Panaméen.', 'f': 'Je suis Panaméenne.', 'n': None}, 'spa': {'m': 'Soy panameño.', 'f': 'Soy panameña.', 'n': None}, 'deu': {'m': 'Ich bin Panamaer.', 'f': 'Ich bin  Panamaerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono panamense.'}}"
Peru,Peruvian,"{'eng': {'m': None, 'f': None, 'n': 'I am Peruvian.'}, 'fra': {'m': 'Je suis Péruvien.', 'f': 'Je suis Péruvienne.', 'n': None}, 'spa': {'m': 'Soy peruano.', 'f': 'Soy peruana.', 'n': None}, 'deu': {'m': 'Ich bin Peruaner.', 'f': 'Ich bin  Peruanerin.', 'n': None}, 'it': {'m': 'Sono peruviano.', 'f': 'Sono peruviana.', 'n': None}}"
Philippines,Filipino,"{'eng': {'m': None, 'f': None, 'n': 'I am Filipino.'}, 'fra': {'m': 'Je suis Philippin.', 'f': 'Je suis Philippine.', 'n': None}, 'spa': {'m': 'Soy filipino.', 'f': 'Soy filipina.', 'n': None}, 'deu': {'m': 'Ich bin Philippiner.', 'f': 'Ich bin  Philippinerin.', 'n': None}, 'it': {'m': 'Sono filippino.', 'f': 'Sono filippina.', 'n': None}}"
Palau,Palauan,"{'eng': {'m': None, 'f': None, 'n': 'I am Palauan.'}, 'fra': {'m': 'Je suis Paluan.', 'f': 'Je suis Paluane.', 'n': None}, 'spa': {'m': 'Soy palauano.', 'f': 'Soy palauana.', 'n': None}, 'deu': {'m': 'Ich bin Palauer.', 'f': 'Ich bin  Palauerin.', 'n': None}, 'it': {'m': 'Sono palauano.', 'f': 'Sono palauana.', 'n': None}}"
Papua New Guinea,Papua New Guinean,"{'eng': {'m': None, 'f': None, 'n': 'I am Papua New Guinean.'}, 'fra': {'m': 'Je suis Papouasien.', 'f': 'Je suis Papouasienne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy papú.'}, 'deu': {'m': 'Ich bin PapuaNeuguineer.', 'f': 'Ich bin  PapuaNeuguineerin.', 'n': None}, 'it': {'m': 'Sono papuano.', 'f': 'Sono papuana.', 'n': None}}"
Poland,Polish,"{'eng': {'m': None, 'f': None, 'n': 'I am Polish.'}, 'fra': {'m': 'Je suis Polonais.', 'f': 'Je suis Polonaise.', 'n': None}, 'spa': {'m': 'Soy polaco.', 'f': 'Soy polaca.', 'n': None}, 'deu': {'m': 'Ich bin Pole.', 'f': 'Ich bin  Polin.', 'n': None}, 'it': {'m': 'Sono polacco.', 'f': 'Sono polacca.', 'n': None}}"
North Korea,North Korean,"{'eng': {'m': None, 'f': None, 'n': 'I am North Korean.'}, 'fra': {'m': 'Je suis Nord-coréen.', 'f': 'Je suis Nord-coréenne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy de la República Popular Democrática de Corea.'}, 'deu': {'m': 'Ich bin Nordkoreaner.', 'f': 'Ich bin  Nordkoreanerin.', 'n': None}, 'it': {'m': 'Sono nordcoreano.', 'f': 'Sono nordcoreana.', 'n': None}}"
Portugal,Portuguese,"{'eng': {'m': None, 'f': None, 'n': 'I am Portuguese.'}, 'fra': {'m': 'Je suis Portugais.', 'f': 'Je suis Portugaise.', 'n': None}, 'spa': {'m': 'Soy portugués.', 'f': 'Soy portuguésa.', 'n': None}, 'deu': {'m': 'Ich bin Portugiese.', 'f': 'Ich bin  Portugiesin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono portoghese.'}}"
Paraguay,Paraguayan,"{'eng': {'m': None, 'f': None, 'n': 'I am Paraguayan.'}, 'fra': {'m': 'Je suis Paraguayen.', 'f': 'Je suis Paraguayenne.', 'n': None}, 'spa': {'m': 'Soy paraguayo.', 'f': 'Soy paraguaya.', 'n': None}, 'deu': {'m': 'Ich bin Paraguayer.', 'f': 'Ich bin  Paraguayerin.', 'n': None}, 'it': {'m': 'Sono paraguaiano.', 'f': 'Sono paraguaiana.', 'n': None}}"
Qatar,Qatari,"{'eng': {'m': None, 'f': None, 'n': 'I am Qatari.'}, 'fra': {'m': 'Je suis Qatarien.', 'f': 'Je suis Qatarienne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy qatarí.'}, 'deu': {'m': 'Ich bin Katarer.', 'f': 'Ich bin  Katarerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono qatariota.'}}"
Romania,Romanian,"{'eng': {'m': None, 'f': None, 'n': 'I am Romanian.'}, 'fra': {'m': 'Je suis Roumain.', 'f': 'Je suis Roumaine.', 'n': None}, 'spa': {'m': 'Soy rumano.', 'f': 'Soy rumana.', 'n': None}, 'deu': {'m': 'Ich bin Rumäne.', 'f': 'Ich bin  Rumänin.', 'n': None}, 'it': {'m': 'Sono rumeno.', 'f': 'Sono rumena.', 'n': None}}"
Russia,Russian,"{'eng': {'m': None, 'f': None, 'n': 'I am Russian.'}, 'fra': {'m': 'Je suis Russe.', 'f': 'Je suis Russe.', 'n': None}, 'spa': {'m': 'Soy ruso.', 'f': 'Soy rusa.', 'n': None}, 'deu': {'m': 'Ich bin Russe.', 'f': 'Ich bin  Russin.', 'n': None}, 'it': {'m': 'Sono russo.', 'f': 'Sono russa.', 'n': None}}"
Rwanda,Rwandan,"{'eng': {'m': None, 'f': None, 'n': 'I am Rwandan.'}, 'fra': {'m': 'Je suis Rwandais.', 'f': 'Je suis Rwandaise.', 'n': None}, 'spa': {'m': 'Soy ruandés.', 'f': 'Soy ruandésa.', 'n': None}, 'deu': {'m': 'Ich bin Ruander.', 'f': 'Ich bin  Ruanderin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono ruandese.'}}"
Saudi Arabia,Saudi Arabian,"{'eng': {'m': None, 'f': None, 'n': 'I am Saudi Arabian.'}, 'fra': {'m': 'Je suis Saoudien.', 'f': 'Je suis Saoudienne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy saudí.'}, 'deu': {'m': 'Ich bin SaudiAraber.', 'f': 'Ich bin  SaudiAraberin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono saudita.'}}"
Sudan,Sudanese,"{'eng': {'m': None, 'f': None, 'n': 'I am Sudanese.'}, 'fra': {'m': 'Je suis Soudanais.', 'f': 'Je suis Soudanaise.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy sudanés.'}, 'deu': {'m': 'Ich bin Sudaner.', 'f': 'Ich bin  Sudanerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono sudanese.'}}"
Senegal,Senegalese,"{'eng': {'m': None, 'f': None, 'n': 'I am Senegalese.'}, 'fra': {'m': 'Je suis Sénégalais.', 'f': 'Je suis Sénégalaise.', 'n': None}, 'spa': {'m': 'Soy senegalés.', 'f': 'Soy senegalésa.', 'n': None}, 'deu': {'m': 'Ich bin Senegalese.', 'f': 'Ich bin  Senegalesin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono senegalese.'}}"
Singapore,Singaporean,"{'eng': {'m': None, 'f': None, 'n': 'I am Singaporean.'}, 'fra': {'m': 'Je suis Singapourien.', 'f': 'Je suis Singapourienne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy singapurense.'}, 'deu': {'m': 'Ich bin Singapurer.', 'f': 'Ich bin  Singapurerin.', 'n': None}, 'it': {'m': 'Sono singaporiano.', 'f': 'Sono singaporiana.', 'n': None}}"
Solomon Islands,Solomon Islander,"{'eng': {'m': None, 'f': None, 'n': 'I am Solomon Islander.'}, 'fra': {'m': 'Je suis Salomonien.', 'f': 'Je suis Salomonienne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy salomonense.'}, 'deu': {'m': 'Ich bin Salomoner.', 'f': 'Ich bin  Salomonerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono salomonese.'}}"
Sierra Leone,Sierra Leonean,"{'eng': {'m': None, 'f': None, 'n': 'I am Sierra Leonean.'}, 'fra': {'m': 'Je suis Sierra-leonais.', 'f': 'Je suis Sierra-leonaise.', 'n': None}, 'spa': {'m': 'Soy sierraleonés.', 'f': 'Soy sierraleonésa.', 'n': None}, 'deu': {'m': 'Ich bin SierraLeoner.', 'f': 'Ich bin  SierraLeonerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono sierra leonese.'}}"
El Salvador,Salvadoran,"{'eng': {'m': None, 'f': None, 'n': 'I am Salvadoran.'}, 'fra': {'m': 'Je suis Salvadorien.', 'f': 'Je suis Salvadorienne.', 'n': None}, 'spa': {'m': 'Soy salvadoreño.', 'f': 'Soy salvadorena.', 'n': None}, 'deu': {'m': 'Ich bin Salvadorianer.', 'f': 'Ich bin  Salvadorianerin.', 'n': None}, 'it': {'m': 'Sono salvadoregno.', 'f': 'Sono salvadoregna.', 'n': None}}"
San Marino,Sammarinese,"{'eng': {'m': None, 'f': None, 'n': 'I am Sammarinese.'}, 'fra': {'m': 'Je suis Saint-Marinais.', 'f': 'Je suis Saint-Marinaise.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy sanmarinense.'}, 'deu': {'m': 'Ich bin SanMarinese.', 'f': 'Ich bin  SanMarinesin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono sammarinese.'}}"
Somalia,Somali,"{'eng': {'m': None, 'f': None, 'n': 'I am Somali.'}, 'fra': {'m': 'Je suis Somalien.', 'f': 'Je suis Somalienne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy somalí.'}, 'deu': {'m': 'Ich bin Somalier.', 'f': 'Ich bin  Somalierin.', 'n': None}, 'it': {'m': 'Sono somalo.', 'f': 'Sono somala.', 'n': None}}"
Serbia,Serbian,"{'eng': {'m': None, 'f': None, 'n': 'I am Serbian.'}, 'fra': {'m': 'Je suis Serbe.', 'f': 'Je suis Serbe.', 'n': None}, 'spa': {'m': 'Soy serbio.', 'f': 'Soy serbia.', 'n': None}, 'deu': {'m': 'Ich bin Serbe.', 'f': 'Ich bin  Serbin.', 'n': None}, 'it': {'m': 'Sono serbo.', 'f': 'Sono serba.', 'n': None}}"
South Sudan,South Sudanese,"{'eng': {'m': None, 'f': None, 'n': 'I am South Sudanese.'}, 'fra': {'m': 'Je suis Sud-Soudanais.', 'f': 'Je suis Sud-Soudanaise.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy sursudanés.'}, 'deu': {'m': 'Ich bin Südsudaner.', 'f': 'Ich bin  Südsudanerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono sudsudanese.'}}"
São Tomé and Príncipe,Sao Tomean,"{'eng': {'m': None, 'f': None, 'n': 'I am Sao Tomean.'}, 'fra': {'m': 'Je suis Santoméen.', 'f': 'Je suis Santoméenne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy santotomense.'}, 'deu': {'m': 'Ich bin São Toméer.', 'f': 'Ich bin São Toméerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono saotomense.'}}"
Suriname,Surinamer,"{'eng': {'m': None, 'f': None, 'n': 'I am Surinamer.'}, 'fra': {'m': 'Je suis Surinamais.', 'f': 'Je suis Surinamaise.', 'n': None}, 'spa': {'m': 'Soy surinamés.', 'f': 'Soy surinamésa.', 'n': None}, 'deu': {'m': 'Ich bin Surinamer.', 'f': 'Ich bin Surinamerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono surinamese.'}}"
Slovakia,Slovak,"{'eng': {'m': None, 'f': None, 'n': 'I am Slovak.'}, 'fra': {'m': 'Je suis Slovaque.', 'f': 'Je suis Slovaque.', 'n': None}, 'spa': {'m': 'Soy eslovaco.', 'f': 'Soy eslovaca.', 'n': None}, 'deu': {'m': 'Ich bin Slowake.', 'f': 'Ich bin  Slowakin.', 'n': None}, 'it': {'m': 'Sono slovacco.', 'f': 'Sono slovacca.', 'n': None}}"
Slovenia,Slovene,"{'eng': {'m': None, 'f': None, 'n': 'I am Slovene.'}, 'fra': {'m': 'Je suis Slovène.', 'f': 'Je suis Slovène.', 'n': None}, 'spa': {'m': 'Soy esloveno.', 'f': 'Soy eslovena.', 'n': None}, 'deu': {'m': 'Ich bin Slowene.', 'f': 'Ich bin  Slowenin.', 'n': None}, 'it': {'m': 'Sono sloveno.', 'f': 'Sono slovena.', 'n': None}}"
Sweden,Swedish,"{'eng': {'m': None, 'f': None, 'n': 'I am Swedish.'}, 'fra': {'m': 'Je suis Suédois.', 'f': 'Je suis Suédoise.', 'n': None}, 'spa': {'m': 'Soy sueco.', 'f': 'Soy sueca.', 'n': None}, 'deu': {'m': 'Ich bin Schwede.', 'f': 'Ich bin  Schwedin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono svedese.'}}"
Eswatini,Swazi,"{'eng': {'m': None, 'f': None, 'n': 'I am Swazi.'}, 'fra': {'m': 'Je suis Swazie.', 'f': 'Je suis Swazie.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy esuatiní.'}, 'deu': {'m': None, 'f': None, 'n': 'Ich bin Swasi.'}, 'it': {'m': None, 'f': None, 'n': 'Sono swazilandese.'}}"
Seychelles,Seychellois,"{'eng': {'m': None, 'f': None, 'n': 'I am Seychellois.'}, 'fra': {'m': 'Je suis Seychellois.', 'f': 'Je suis Seychelloise.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy seychellense.'}, 'deu': {'m': 'Ich bin Seycheller.', 'f': 'Ich bin  Seychellerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono seicellese.'}}"
Syria,Syrian,"{'eng': {'m': None, 'f': None, 'n': 'I am Syrian.'}, 'fra': {'m': 'Je suis Syrien.', 'f': 'Je suis Syrienne.', 'n': None}, 'spa': {'m': 'Soy sirio.', 'f': 'Soy siria.', 'n': None}, 'deu': {'m': 'Ich bin Syrer.', 'f': 'Ich bin  Syrerin.', 'n': None}, 'it': {'m': 'Sono siriano.', 'f': 'Sono siriana.', 'n': None}}"
Chad,Chadian,"{'eng': {'m': None, 'f': None, 'n': 'I am Chadian.'}, 'fra': {'m': 'Je suis Tchadien.', 'f': 'Je suis Tchadienne.', 'n': None}, 'spa': {'m': 'Soy chadiano.', 'f': 'Soy chadiana.', 'n': None}, 'deu': {'m': 'Ich bin Tschader.', 'f': 'Ich bin  Tschaderin.', 'n': None}, 'it': {'m': 'Sono ciadiano.', 'f': 'Sono ciadiana.', 'n': None}}"
Togo,Togolese,"{'eng': {'m': None, 'f': None, 'n': 'I am Togolese.'}, 'fra': {'m': 'Je suis Togolais.', 'f': 'Je suis Togolaise.', 'n': None}, 'spa': {'m': 'Soy togolés.', 'f': 'Soy togolésa.', 'n': None}, 'deu': {'m': 'Ich bin Togoer.', 'f': 'Ich bin  Togoerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono togolese.'}}"
Thailand,Thai,"{'eng': {'m': None, 'f': None, 'n': 'I am Thai.'}, 'fra': {'m': 'Je suis Thaïlandais.', 'f': 'Je suis Thaïlandaise.', 'n': None}, 'spa': {'m': 'Soy tailandés.', 'f': 'Soy tailandésa.', 'n': None}, 'deu': {'m': 'Ich bin Thailänder.', 'f': 'Ich bin  Thailänderin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono thailandese.'}}"
Tajikistan,Tadzhik,"{'eng': {'m': None, 'f': None, 'n': 'I am Tadzhik.'}, 'fra': {'m': 'Je suis Tadjike.', 'f': 'Je suis Tadjike.', 'n': None}, 'spa': {'m': 'Soy tayiko.', 'f': 'Soy tayika.', 'n': None}, 'deu': {'m': 'Ich bin Tadschike.', 'f': 'Ich bin  Tadschikin.', 'n': None}, 'it': {'m': 'Sono tagiko.', 'f': 'Sono tagika.', 'n': None}}"
Turkmenistan,Turkmen,"{'eng': {'m': None, 'f': None, 'n': 'I am Turkmen.'}, 'fra': {'m': 'Je suis Turkmène.', 'f': 'Je suis Turkmène.', 'n': None}, 'spa': {'m': 'Soy turcomano.', 'f': 'Soy turcomana.', 'n': None}, 'deu': {'m': 'Ich bin Turkmene.', 'f': 'Ich bin  Turkmenin.', 'n': None}, 'it': {'m': 'Sono turkmeno.', 'f': 'Sono turkmena.', 'n': None}}"
Timor-Leste,East Timorese,"{'eng': {'m': None, 'f': None, 'n': 'I am East Timorese.'}, 'fra': {'m': 'Je suis Est-timorais.', 'f': 'Je suis Est-timoraise.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy timorense.'}, 'deu': {'m': 'Ich bin Timorer.', 'f': 'Ich bin Timorerin.', 'n': ''}, 'it': {'m': None, 'f': None, 'n': 'Sono timorese.'}}"
Tonga,Tongan,"{'eng': {'m': None, 'f': None, 'n': 'I am Tongan.'}, 'fra': {'m': 'Je suis Tonguien.', 'f': 'Je suis Tonguienne.', 'n': None}, 'spa': {'m': 'Soy tongano.', 'f': 'Soy tongana.', 'n': None}, 'deu': {'m': 'Ich bin Tongaer.', 'f': 'Ich bin  Tongaerin.', 'n': None}, 'it': {'m': 'Sono tongano.', 'f': 'Sono tongana.', 'n': None}}"
Trinidad and Tobago,Trinidadian,"{'eng': {'m': None, 'f': None, 'n': 'I am Trinidadian.'}, 'fra': {'m': 'Je suis Trinidadien.', 'f': 'Je suis Trinidadienne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy trinitense.'}, 'deu': {'m': None, 'f': None, 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono trinitense.'}}"
Tunisia,Tunisian,"{'eng': {'m': None, 'f': None, 'n': 'I am Tunisian.'}, 'fra': {'m': 'Je suis Tunisien.', 'f': 'Je suis Tunisienne.', 'n': None}, 'spa': {'m': 'Soy tunecino.', 'f': 'Soy tunecina.', 'n': None}, 'deu': {'m': 'Ich bin Tunesier.', 'f': 'Ich bin  Tunesierin.', 'n': None}, 'it': {'m': 'Sono tunisino.', 'f': 'Sono tunisina.', 'n': None}}"
Türkiye,Turkish,"{'eng': {'m': None, 'f': None, 'n': 'I am Turkish.'}, 'fra': {'m': 'Je suis Turc.', 'f': 'Je suis Turque.', 'n': None}, 'spa': {'m': 'Soy turco.', 'f': 'Soy turca.', 'n': None}, 'deu': {'m': 'Ich bin Türke.', 'f': 'Ich bin  Türkin.', 'n': None}, 'it': {'m': 'Sono turco.', 'f': 'Sono turca.', 'n': None}}"
Tuvalu,Tuvaluan,"{'eng': {'m': None, 'f': None, 'n': 'I am Tuvaluan.'}, 'fra': {'m': 'Je suis Tuvaluan.', 'f': 'Je suis Tuvaluane.', 'n': None}, 'spa': {'m': 'Soy tuvaluano.', 'f': 'Soy tuvaluana.', 'n': None}, 'deu': {'m': 'Ich bin Tuvaluer.', 'f': 'Ich bin  Tuvaluerin.', 'n': None}, 'it': {'m': 'Sono tuvaluano.', 'f': 'Sono tuvaluana.', 'n': None}}"
Tanzania,Tanzanian,"{'eng': {'m': None, 'f': None, 'n': 'I am Tanzanian.'}, 'fra': {'m': 'Je suis Tanzanien.', 'f': 'Je suis Tanzanienne.', 'n': None}, 'spa': {'m': 'Soy tanzano.', 'f': 'Soy tanzaa.', 'n': None}, 'deu': {'m': 'Ich bin Tansanier.', 'f': 'Ich bin  Tansanierin.', 'n': None}, 'it': {'m': 'Sono tanzaniano.', 'f': 'Sono tanzaniana.', 'n': None}}"
Uganda,Ugandan,"{'eng': {'m': None, 'f': None, 'n': 'I am Ugandan.'}, 'fra': {'m': 'Je suis Ougandais.', 'f': 'Je suis Ougandaise.', 'n': None}, 'spa': {'m': 'Soy ugandés.', 'f': 'Soy ugandésa.', 'n': None}, 'deu': {'m': 'Ich bin Ugander.', 'f': 'Ich bin  Uganderin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono ugandese.'}}"
Ukraine,Ukrainian,"{'eng': {'m': None, 'f': None, 'n': 'I am Ukrainian.'}, 'fra': {'m': 'Je suis Ukrainien.', 'f': 'Je suis Ukrainienne.', 'n': None}, 'spa': {'m': 'Soy ucraniano.', 'f': 'Soy ucraniana.', 'n': None}, 'deu': {'m': 'Ich bin Ukrainer.', 'f': 'Ich bin  Ukrainerin.', 'n': None}, 'it': {'m': 'Sono ucraino.', 'f': 'Sono ucraina.', 'n': None}}"
Uruguay,Uruguayan,"{'eng': {'m': None, 'f': None, 'n': 'I am Uruguayan.'}, 'fra': {'m': 'Je suis Uruguayen.', 'f': 'Je suis Uruguayenne.', 'n': None}, 'spa': {'m': 'Soy uruguayo.', 'f': 'Soy uruguaya.', 'n': None}, 'deu': {'m': 'Ich bin Uruguayer.', 'f': 'Ich bin  Uruguayerin.', 'n': None}, 'it': {'m': 'Sono uruguayano.', 'f': 'Sono uruguayana.', 'n': None}}"
United States,American,"{'eng': {'m': None, 'f': None, 'n': 'I am American.'}, 'fra': {'m': 'Je suis Américain.', 'f': 'Je suis Américaine.', 'n': None}, 'spa': {'m': 'Soy americano', 'f': 'Soy americana.', 'n': 'Soy estadounidense.'}, 'deu': {'m': 'Ich bin Amerikaner.', 'f': 'Ich bin Amerikanerin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono statunitense.'}}"
Uzbekistan,Uzbekistani,"{'eng': {'m': None, 'f': None, 'n': 'I am Uzbekistani.'}, 'fra': {'m': 'Je suis Ouzbèke.', 'f': 'Je suis Ouzbèke.', 'n': None}, 'spa': {'m': 'Soy uzbeko.', 'f': 'Soy uzbeka.', 'n': None}, 'deu': {'m': 'Ich bin Usbeke.', 'f': 'Ich bin  Usbekin.', 'n': None}, 'it': {'m': 'Sono uzbeco.', 'f': 'Sono uzbeka.', 'n': None}}"
Saint Vincent and the Grenadines,Saint Vincentian,"{'eng': {'m': None, 'f': None, 'n': 'I am Saint Vincentian.'}, 'fra': {'m': 'Je suis Vincentais.', 'f': 'Je suis Vincentaise.', 'n': None}, 'spa': {'m': 'Soy sanvicentino.', 'f': 'Soy sanvicentina.', 'n': None}, 'deu': {'m': 'Ich bin Vincenter.', 'f': 'Ich bin Vincenterin.', 'n': None}, 'it': {'m': 'Sono vincentino.', 'f': 'Sono vincentina.', 'n': None}}"
Venezuela,Venezuelan,"{'eng': {'m': None, 'f': None, 'n': 'I am Venezuelan.'}, 'fra': {'m': 'Je suis Vénézuélien.', 'f': 'Je suis Vénézuélienne.', 'n': None}, 'spa': {'m': 'Soy venezolano.', 'f': 'Soy venezolana.', 'n': None}, 'deu': {'m': 'Ich bin Venezolaner.', 'f': 'Ich bin  Venezolanerin.', 'n': None}, 'it': {'m': 'Sono venezuelano.', 'f': 'Sono venezuelana.', 'n': None}}"
Vietnam,Vietnamese,"{'eng': {'m': None, 'f': None, 'n': 'I am Vietnamese.'}, 'fra': {'m': 'Je suis Vietnamien.', 'f': 'Je suis Vietnamienne.', 'n': None}, 'spa': {'m': None, 'f': None, 'n': 'Soy vietnamita.'}, 'deu': {'m': 'Ich bin Vietnamese.', 'f': 'Ich bin  Vietnamesin.', 'n': None}, 'it': {'m': None, 'f': None, 'n': 'Sono vietnamita.'}}"
